Id,Price
725,156562.36165292322
15856,216469.92066962027
5480,362550.24649429816
15664,335265.0017872917
14275,144508.06932251967
7633,213764.4086750215
13329,168946.02222282207
5502,231976.87301517336
4220,294761.42133160174
11538,204060.15819643508
15975,266823.944176598
3310,219970.835572045
9286,147896.96115468914
11260,194524.2226974084
5214,95679.42944449079
11307,188443.7892055294
13543,385832.7275656394
615,182428.78111925867
3495,221660.5391989155
2321,234144.0950966663
12046,203637.00889920528
16688,148481.7463751285
12694,225872.87809221656
783,147323.2865897594
8968,163957.79853794485
13454,175730.96586944535
12190,257999.1026805067
11160,113292.6011834032
10291,203133.69478103117
891,292973.533296837
2982,182809.30047384158
3818,283987.7492260331
2449,191832.8445723385
8317,166135.25159434037
4922,192295.00559498946
1257,237804.21365897456
9348,196047.41033372053
4176,171090.22591153008
10704,158991.1962992901
6624,114642.99477911353
5428,193565.13227463842
12749,179470.6129908841
8994,220282.30707294215
11513,144774.05468059817
3047,190191.6114956049
9519,199032.12305825937
12309,251953.44255998736
14081,258382.0081616309
8334,263956.1325424806
6343,180692.74006516678
14788,128839.53991981412
15748,340176.1706154569
153,245751.81517461274
14149,182248.78373051697
269,186076.424130955
5452,144889.0276812824
721,153150.63952594277
5079,331300.84354236256
2831,119820.4177293886
10614,97334.97790353297
10131,328981.53613537597
9996,302160.3946167832
3061,198144.99407530445
11733,316380.19331819646
3726,230765.6405239795
10929,220677.06240211846
9011,209372.47002507944
16182,292929.49713823036
4976,167479.08794810186
9897,251658.34600494584
1872,148074.5091400666
9205,401477.40569708624
5403,408524.6167661254
14074,194525.99665512814
6268,155646.07787828956
14232,165044.24243652707
8532,223035.02565954474
7034,333667.1232811132
6553,483788.2121891392
3133,172028.74217908693
8596,197473.67306556343
12389,244343.4195995574
14462,177781.46405633504
8860,348657.4716488931
8377,280028.05177929427
6367,320220.5832771738
6917,241866.67857924948
4216,201575.2399120658
5806,167496.82919018168
5438,182678.30000928172
6632,205052.12192258154
2650,146377.92087515607
5396,192028.21587055022
4044,149792.00974348324
1345,247631.4252692741
856,179750.45170953975
12791,279139.75521798467
12499,215148.1344602175
12249,129129.14751787696
