Id,Price
725,159585.0897868775
15856,221069.44310995348
5480,398488.35174912843
15664,330256.604241866
14275,149293.95953430425
7633,210561.70222771828
13329,170453.3286978273
5502,237121.63555080298
4220,293687.8549139427
11538,209504.2620270824
15975,273309.4552451651
3310,218611.56895488006
9286,148765.9446198308
11260,193267.01901460593
5214,95439.39895207556
11307,191896.98410603753
13543,380333.3689821815
615,190080.95683916376
3495,232224.52808908088
2321,232455.25846338703
12046,195780.4998200751
16688,143954.11356464698
12694,231740.13995767556
783,153356.0123480933
8968,162192.62431958472
13454,178449.01208306217
12190,276216.5542698661
11160,113964.69736791574
10291,206959.22295588846
891,293724.8396631943
2982,179627.4065088991
3818,270920.72675642365
2449,193756.37881918243
8317,165613.42708905655
4922,192928.84025168812
1257,241000.05738268248
9348,208765.63761075123
4176,170280.61776798585
10704,162264.2191647602
6624,116817.9336115039
5428,209568.67795944822
12749,180087.07585483836
8994,217514.82409787198
11513,149536.0096705933
3047,188970.50115244373
9519,213898.3144809771
12309,235251.59057687287
14081,269114.78608763195
8334,258473.00777812052
6343,183386.0513172643
14788,131725.0495497936
15748,312856.8480087044
153,244278.41199189247
14149,186682.22986822666
269,191722.992892734
5452,149082.11509293967
721,154840.5915247784
5079,323870.34906450583
2831,116065.54899835057
10614,93921.35243781921
10131,336745.65474445693
9996,291914.672516335
3061,195653.72364373415
11733,307710.6064815508
3726,243241.71571977987
10929,228602.17466795558
9011,237923.6303704969
16182,272914.7688839058
4976,169181.40836829864
9897,251761.46823994906
1872,144067.9060963492
9205,447730.096281534
5403,398327.7112848028
14074,189126.87652583478
6268,156301.8631819404
14232,162074.7091668133
8532,227293.4703985159
7034,319298.66233930463
6553,456068.42815484956
3133,170567.95410247063
8596,196304.88585068277
12389,245302.5958743065
14462,177598.4428547461
8860,347381.402667145
8377,296802.1259333873
6367,322441.02854092396
6917,248557.00455179389
4216,197916.42713522157
5806,169824.91840778364
5438,181128.1248110163
6632,204400.13240770737
2650,145586.28081259932
5396,180963.53889324787
4044,150447.88542643763
1345,251782.9918637757
856,178410.95198335394
12791,275337.3629572654
12499,215880.99738902616
12249,127742.38377173149
14641,146911.57018144097
1919,152103.08229774432
7848,200905.68902008294
10749,180533.87761080006
15554,174287.02173021814
15834,225557.85318850246
1355,129982.04069654844
15451,172456.38597627616
12401,219422.6190511202
10290,162353.05687459456
9462,116871.2665719734
3103,249205.82671702912
3420,140966.03078749348
12262,244909.4328224653
5032,147906.74606834239
8949,308879.3874879372
15567,225540.15093652648
16389,159920.7738443417
7809,86703.0831844667
8990,147927.77378337784
16089,270976.5289933189
12743,93993.80653188453
5132,119427.84702254256
1619,280522.6893528294
2428,77938.72391792152
16741,153798.09766937423
13193,223303.40059809154
12588,528359.2769293232
5067,157038.3458543252
14685,124424.20773492345
2292,176516.13144291498
5746,125599.31466515317
12578,162879.3705390491
14834,176895.9662794716
2147,170052.62622179274
8222,128753.61505825807
10419,267905.13308865094
11492,218934.38069030386
3006,218812.8858873386
8761,192887.93006600687
15371,335876.7475697528
16367,150537.35548592196
6317,280371.6001117609
10878,267622.3047700819
3895,158284.8150588896
8041,164948.42256162083
13428,476257.27244357124
14669,147399.92300434833
1006,181222.69814613924
12271,178114.57090885934
3764,339582.7210961917
7675,188482.41146308664
11709,292647.7587372755
8629,147722.24783967392
1105,250151.65312846287
6096,183688.80156735014
11727,215732.84835015956
5157,181577.04176271518
3679,153064.9620242175
1755,130136.13847239848
7391,200652.61578168656
7425,96842.15208654727
6882,419168.49082722765
10752,372888.2738665302
7472,219493.1650992438
14320,95341.0245488973
9596,165738.57379955307
5317,217615.84973088346
7378,88472.37138681713
16154,187138.1024852214
3464,192446.575549623
4197,242787.68961830952
9477,124100.43761941588
12705,197968.00309413782
16426,200010.11348714202
1481,70394.23535097539
9946,261964.4778684945
12025,214317.95787169065
5341,223257.80408577033
9923,269723.25146972545
7953,233822.4736383055
11066,269661.4090013931
5037,169558.8214758175
2509,188909.21816115652
4937,332226.46173183946
12089,386008.3258162163
4964,179928.33018712833
16500,275691.13876719266
4625,148522.07698097726
2363,436273.0723586921
8148,193314.91777450396
3804,187802.38643733592
4584,152712.2325960013
10694,113530.47950681027
2691,169850.24560434077
2983,221217.9564347086
13563,335036.0694169535
10747,214486.64062025122
1721,195337.6448881457
2789,281111.9129198453
7214,252792.22892376754
8659,219814.81478898937
5107,316666.26602564723
3843,234667.93295608295
14610,402711.13168275176
15505,166823.1937559759
5060,262161.10270847037
16055,238979.61614515283
14963,212996.54764070758
4118,148254.70372023596
1672,212976.40456873912
3209,162123.08172216595
16515,148878.78875920922
973,171940.50205584973
12529,183428.2472412735
5896,116188.95286696355
5450,276354.75362607086
3249,172318.84042159645
8911,176277.40254614095
5898,213059.04776700193
1024,179017.90022742638
4766,211247.67070249195
15804,172941.95380363642
14303,216505.52087382015
10707,191257.47700135215
6605,210416.40264142642
1138,468021.9095668651
14088,464348.0092002148
9154,188163.405808098
8190,195580.37903168547
398,282172.4259882461
13302,230863.80669844334
9696,145702.41710411783
16786,116241.77617074217
16230,167319.8035076095
6552,186419.10482967418
923,219740.36947591085
9602,316134.71558062645
5857,289048.2337215977
8120,170870.66322896688
7134,182630.0327188062
11726,180076.64906449747
8069,116459.00453355683
12420,170894.97516934926
8604,190022.6592088708
4854,325675.5430440615
12212,168658.92325125533
12099,366547.8173959869
3882,428648.3624222117
6995,370699.3243402517
10172,216629.6218625227
11672,356453.4652480768
12897,284951.51574165636
16097,174618.1668826215
6779,297527.7917416535
11199,197796.5937992098
10816,400964.5319925882
143,425309.67111968994
5399,265690.08240180055
3286,154541.633177848
13706,193838.677430779
1935,403962.0649973323
16000,181222.64546718524
2860,205252.75943963145
11407,182496.51144254734
16378,285285.4204170271
12278,178805.8334966234
3842,188498.14615154453
2692,337415.2061884226
7699,191859.0241883249
6825,288223.7047943781
7268,300854.29850577
1477,407149.8906390365
9887,175579.75972807396
9436,176762.92564405416
3179,234237.54628982977
1350,481712.86964930635
10643,182729.07382645013
5793,289870.08585061994
11494,389911.0667734543
4206,189619.0068154643
12419,248117.92813308327
8530,230908.75195169382
5985,139762.94532997653
8908,188816.88956605675
256,127262.57819852825
7234,169041.4038148776
5648,221908.95989189498
3014,215386.9344628872
2184,188768.66190911073
9189,242421.21156657083
14884,186311.56296885354
10333,159306.98989092562
15896,135949.90101154652
13269,139998.44891394
8603,223600.43504658004
15087,173686.32717234018
4344,185504.49721727773
7981,73513.42676023093
10908,229508.19504151316
6190,163592.15710554167
11742,201673.98968508566
9224,147853.8585542838
14667,216740.77023758987
458,190416.20126324127
2464,349035.8354178374
12320,224244.69429381608
278,186835.3358960085
2912,203226.75184476678
6698,216388.70844919328
4510,124532.74156417063
4183,169802.0788736717
5551,221825.42854334766
12187,185746.61068223513
7948,226222.96576710563
10808,177235.91069313904
12432,181312.48408179643
5356,171877.006743609
8984,496222.28620472644
9203,183506.9821480723
15412,86104.02046904028
12041,133464.7179807528
7644,284555.9403112971
7071,194418.3496989695
10685,173434.8869391855
6763,268255.91926784755
940,147082.07158258333
14959,193694.21342409108
1338,150809.6293739662
5351,130186.4115865484
6524,191213.9812421326
12516,156535.60379096403
3288,254492.8688900671
3146,232280.553108513
3954,177210.25309489595
11955,172386.53751209413
1211,223858.38825402528
15668,205005.6964631741
1320,90458.36236184025
9108,158361.94573100697
16482,247648.498038319
5017,138951.69014031917
8290,210553.83451226648
4304,420726.7874041419
1930,195319.9684636211
12530,169248.19152900914
11295,327686.63383516646
3002,154042.15364779267
15483,170133.17498475287
11525,195284.45536939154
13978,136126.2933390882
4885,167001.86373367958
8325,171631.67553435615
3630,118007.95373394551
9165,165721.47489440805
13945,248010.4378376171
10663,191863.20719769606
14803,178237.11606216474
7621,180154.15037405665
8205,249799.8090346681
10387,197613.97356277014
5457,146720.0057716845
10234,367903.5941792374
6251,167349.83216730005
701,268735.6042797873
7930,185619.2097097378
15028,128180.93301292977
12172,75248.98834652151
5805,175940.32328266642
7411,322544.06544427795
14806,185150.3351484118
7890,165143.07394087248
10440,137681.80401688078
14926,163887.89844337376
5381,148487.53034681518
3800,383491.7333358673
10511,214834.97319290513
9324,238013.30333267283
3313,240190.04437949337
7351,145607.06726492025
8459,188216.70411979058
9957,137060.26025349472
12024,204356.83206254087
4380,228680.3534361402
5042,121328.69437268663
13289,148806.9458246481
13407,377131.4523825377
13258,157074.25326182632
15993,273407.96985875815
12525,206502.39449906608
4062,250083.0097384727
12065,158470.17138235027
8227,174163.03457990958
11333,168049.71736140794
2867,141946.81409201806
3319,265175.221206907
3523,264306.854113306
7055,201924.64979026548
14930,189035.68990606506
3444,131692.25620640014
2940,312512.06769752543
6935,390229.90340625896
16116,349431.76155033667
13370,247098.9995522178
6103,219380.9366904421
7446,184720.98073478334
